id,label,parent,synonym
DOID:0080083,nonsyndromic congenital nail disorder 5,autosomal dominant disease,
DOID:0080083,nonsyndromic congenital nail disorder 5,nonsyndromic congenital nail disorder,
DOID:0080084,nonsyndromic congenital nail disorder 6,autosomal dominant disease,
DOID:0080084,nonsyndromic congenital nail disorder 6,nonsyndromic congenital nail disorder,
DOID:0080085,nonsyndromic congenital nail disorder 7,autosomal dominant disease,
DOID:0080085,nonsyndromic congenital nail disorder 7,nonsyndromic congenital nail disorder,
DOID:0080086,nonsyndromic congenital nail disorder 8,autosomal dominant disease,isolated toenail dystrophy
DOID:0080086,nonsyndromic congenital nail disorder 8,nonsyndromic congenital nail disorder,isolated toenail dystrophy
DOID:0080087,nonsyndromic congenital nail disorder 9,autosomal recessive disease,
DOID:0080087,nonsyndromic congenital nail disorder 9,nonsyndromic congenital nail disorder,
DOID:0080089,tubular aggregate myopathy 1,autosomal dominant disease,
DOID:0080089,tubular aggregate myopathy 1,myopathy,
DOID:0080090,reducing body myopathy 1A,X-linked dominant disease,
DOID:0080090,reducing body myopathy 1A,myopathy,
DOID:0080094,myofibrillar myopathy 3,autosomal dominant disease,LGMD 1A
DOID:0080094,myofibrillar myopathy 3,autosomal dominant disease,autosomal dominant limb-girdle muscular dystrophy type 1A
DOID:0080094,myofibrillar myopathy 3,autosomal dominant disease,myotilinopathy
DOID:0080094,myofibrillar myopathy 3,autosomal dominant disease,spheroid body myopathy
DOID:0080094,myofibrillar myopathy 3,myofibrillar myopathy,LGMD 1A
DOID:0080094,myofibrillar myopathy 3,myofibrillar myopathy,autosomal dominant limb-girdle muscular dystrophy type 1A
DOID:0080094,myofibrillar myopathy 3,myofibrillar myopathy,myotilinopathy
DOID:0080094,myofibrillar myopathy 3,myofibrillar myopathy,spheroid body myopathy
DOID:0080092,myofibrillar myopathy 1,autosomal dominant disease,autosomal recessive limb-girdle muscular dystrophy type 2R
DOID:0080092,myofibrillar myopathy 1,autosomal dominant disease,desminopathy
DOID:0080092,myofibrillar myopathy 1,autosomal recessive disease,autosomal recessive limb-girdle muscular dystrophy type 2R
DOID:0080092,myofibrillar myopathy 1,autosomal recessive disease,desminopathy
DOID:0080092,myofibrillar myopathy 1,myofibrillar myopathy,autosomal recessive limb-girdle muscular dystrophy type 2R
DOID:0080092,myofibrillar myopathy 1,myofibrillar myopathy,desminopathy
DOID:0080307,myofibrillar myopathy,myopathy,
DOID:0080093,myofibrillar myopathy 2,autosomal dominant disease,alpha-b crystallinopathy
DOID:0080093,myofibrillar myopathy 2,myofibrillar myopathy,alpha-b crystallinopathy
DOID:0080095,myofibrillar myopathy 4,autosomal dominant disease,zaspopathy
DOID:0080095,myofibrillar myopathy 4,myofibrillar myopathy,zaspopathy
DOID:0080096,myofibrillar myopathy 5,autosomal dominant disease,filaminopathy
DOID:0080096,myofibrillar myopathy 5,myofibrillar myopathy,filaminopathy
DOID:0080097,myofibrillar myopathy 6,autosomal dominant disease,
DOID:0080097,myofibrillar myopathy 6,myofibrillar myopathy,
DOID:0080098,myofibrillar myopathy 7,autosomal recessive disease,
DOID:0080098,myofibrillar myopathy 7,myofibrillar myopathy,
DOID:0080099,"myopathy, lactic acidosis, and sideroblastic anemia",mitochondrial myopathy,
DOID:699,mitochondrial myopathy,myopathy,mitochondrial cytopathy
DOID:0080101,Compton-North congenital myopathy,physical disorder,congenital myopathy 12
DOID:0080101,Compton-North congenital myopathy,autosomal recessive disease,congenital myopathy 12
DOID:0080101,Compton-North congenital myopathy,congenital myopathy,congenital myopathy 12
DOID:0080102,congenital myopathy 4A,physical disorder,CFTD
DOID:0080102,congenital myopathy 4A,physical disorder,congenital fiber-type disproportion
DOID:0080102,congenital myopathy 4A,autosomal dominant disease,CFTD
DOID:0080102,congenital myopathy 4A,autosomal dominant disease,congenital fiber-type disproportion
DOID:0080102,congenital myopathy 4A,congenital myopathy,CFTD
DOID:0080102,congenital myopathy 4A,congenital myopathy,congenital fiber-type disproportion
DOID:0080103,cylindrical spirals myopathy,congenital myopathy,
DOID:0080105,microcephaly and chorioretinopathy 1,syndrome,
DOID:0080105,microcephaly and chorioretinopathy 1,autosomal recessive disease,
DOID:0080106,microcephaly and chorioretinopathy 2,syndrome,
DOID:0080106,microcephaly and chorioretinopathy 2,autosomal recessive disease,
DOID:0080107,microcephaly and chorioretinopathy 3,syndrome,
DOID:0080107,microcephaly and chorioretinopathy 3,autosomal recessive disease,
DOID:0080108,myoglobinuria,myopathy,
DOID:0080109,infantile myofibromatosis,connective tissue benign neoplasm,lipofibromatosis
DOID:0080110,"contractures, pterygia, and spondylocarpotarsal fusion syndrome",monogenic disease,multiple pterygium syndrome
DOID:0080110,"contractures, pterygia, and spondylocarpotarsal fusion syndrome",syndrome,multiple pterygium syndrome
DOID:0080111,mitochondrial complex III deficiency nuclear type 1,mitochondrial complex III deficiency,
DOID:0080112,mitochondrial complex III deficiency nuclear type 3,mitochondrial complex III deficiency,
DOID:0080113,mitochondrial complex III deficiency nuclear type 4,mitochondrial complex III deficiency,
DOID:0080114,mitochondrial complex III deficiency nuclear type 5,mitochondrial complex III deficiency,
DOID:0080115,mitochondrial complex III deficiency nuclear type 6,mitochondrial complex III deficiency,
DOID:0080116,mitochondrial complex III deficiency nuclear type 7,mitochondrial complex III deficiency,
DOID:0080117,mitochondrial complex III deficiency nuclear type 8,mitochondrial complex III deficiency,
DOID:0080118,mitochondrial complex III deficiency nuclear type 9,mitochondrial complex III deficiency,
DOID:0080119,mitochondrial DNA depletion syndrome 1,autosomal recessive disease,mitochondrial DNA depletion syndrome 1 (MNGIE type)
DOID:0080119,mitochondrial DNA depletion syndrome 1,autosomal recessive disease,"mitochondrial neurogastrointestinal encephalopathy syndrome, TYMP-related"
DOID:0080119,mitochondrial DNA depletion syndrome 1,mitochondrial DNA depletion syndrome,mitochondrial DNA depletion syndrome 1 (MNGIE type)
DOID:0080119,mitochondrial DNA depletion syndrome 1,mitochondrial DNA depletion syndrome,"mitochondrial neurogastrointestinal encephalopathy syndrome, TYMP-related"
DOID:0080120,mitochondrial DNA depletion syndrome 2,autosomal recessive disease,"TK2-related mitochondrial DNA depletion syndrome, myopathic form"
DOID:0080120,mitochondrial DNA depletion syndrome 2,mitochondrial DNA depletion syndrome,"TK2-related mitochondrial DNA depletion syndrome, myopathic form"
DOID:0080121,mitochondrial DNA depletion syndrome 3,autosomal recessive disease,deoxyguanosine kinase deficiency
DOID:0080121,mitochondrial DNA depletion syndrome 3,mitochondrial DNA depletion syndrome,deoxyguanosine kinase deficiency
DOID:0080122,Alpers-Huttenlocher syndrome,autosomal recessive disease,Alper's syndrome
DOID:0080122,Alpers-Huttenlocher syndrome,autosomal recessive disease,Alpers disease
DOID:0080122,Alpers-Huttenlocher syndrome,autosomal recessive disease,Alpers progressive infantile poliodystrophy
DOID:0080122,Alpers-Huttenlocher syndrome,autosomal recessive disease,Alpers syndrome
DOID:0080122,Alpers-Huttenlocher syndrome,autosomal recessive disease,Alpers' disease or gray-matter degeneration
DOID:0080122,Alpers-Huttenlocher syndrome,autosomal recessive disease,Diffuse Cerebral Sclerosis of Schilder
DOID:0080122,Alpers-Huttenlocher syndrome,autosomal recessive disease,mitochondrial DNA depletion syndrome 4a
DOID:0080122,Alpers-Huttenlocher syndrome,autosomal recessive disease,progressive sclerosing poliodystrophy
DOID:0080122,Alpers-Huttenlocher syndrome,mitochondrial DNA depletion syndrome,Alper's syndrome
DOID:0080122,Alpers-Huttenlocher syndrome,mitochondrial DNA depletion syndrome,Alpers disease
DOID:0080122,Alpers-Huttenlocher syndrome,mitochondrial DNA depletion syndrome,Alpers progressive infantile poliodystrophy
DOID:0080122,Alpers-Huttenlocher syndrome,mitochondrial DNA depletion syndrome,Alpers syndrome
DOID:0080122,Alpers-Huttenlocher syndrome,mitochondrial DNA depletion syndrome,Alpers' disease or gray-matter degeneration
DOID:0080122,Alpers-Huttenlocher syndrome,mitochondrial DNA depletion syndrome,Diffuse Cerebral Sclerosis of Schilder
DOID:0080122,Alpers-Huttenlocher syndrome,mitochondrial DNA depletion syndrome,mitochondrial DNA depletion syndrome 4a
DOID:0080122,Alpers-Huttenlocher syndrome,mitochondrial DNA depletion syndrome,progressive sclerosing poliodystrophy
DOID:0080123,mitochondrial DNA depletion syndrome 4b,autosomal recessive disease,mitochondrial neurogastrointestinal encephalopathy syndrome
DOID:0080123,mitochondrial DNA depletion syndrome 4b,mitochondrial DNA depletion syndrome,mitochondrial neurogastrointestinal encephalopathy syndrome
DOID:0080124,mitochondrial DNA depletion syndrome 5,autosomal recessive disease,succinate-CoA ligase deficiency
DOID:0080124,mitochondrial DNA depletion syndrome 5,mitochondrial DNA depletion syndrome,succinate-CoA ligase deficiency
DOID:0080125,mitochondrial DNA depletion syndrome 6,autosomal recessive disease,MPV17-related hepatocerebral mitochondrial DNA depletion syndrome
DOID:0080125,mitochondrial DNA depletion syndrome 6,autosomal recessive disease,Navajo neurohepatopathy
DOID:0080125,mitochondrial DNA depletion syndrome 6,mitochondrial DNA depletion syndrome,MPV17-related hepatocerebral mitochondrial DNA depletion syndrome
DOID:0080125,mitochondrial DNA depletion syndrome 6,mitochondrial DNA depletion syndrome,Navajo neurohepatopathy
DOID:0080126,mitochondrial DNA depletion syndrome 7,autosomal recessive disease,OHAHA SYNDROME
DOID:0080126,mitochondrial DNA depletion syndrome 7,autosomal recessive disease,infantile onset spinocerebellar ataxia
DOID:0080126,mitochondrial DNA depletion syndrome 7,mitochondrial DNA depletion syndrome,OHAHA SYNDROME
DOID:0080126,mitochondrial DNA depletion syndrome 7,mitochondrial DNA depletion syndrome,infantile onset spinocerebellar ataxia
DOID:0080127,mitochondrial DNA depletion syndrome 8a,autosomal recessive disease,"RRM2B-related mitochondrial DNA depletion syndrome, encephalomyopathic form with renal tubulopathy"
DOID:0080127,mitochondrial DNA depletion syndrome 8a,mitochondrial DNA depletion syndrome,"RRM2B-related mitochondrial DNA depletion syndrome, encephalomyopathic form with renal tubulopathy"
DOID:0080128,mitochondrial DNA depletion syndrome 9,autosomal recessive disease,fatal infantile lactic acidosis
DOID:0080128,mitochondrial DNA depletion syndrome 9,mitochondrial DNA depletion syndrome,fatal infantile lactic acidosis
DOID:0080129,mitochondrial DNA depletion syndrome 11,autosomal recessive disease,progressive external ophthalmoplegia-myopathy-emaciation syndrome
DOID:0080129,mitochondrial DNA depletion syndrome 11,mitochondrial DNA depletion syndrome,progressive external ophthalmoplegia-myopathy-emaciation syndrome
DOID:0080130,mitochondrial DNA depletion syndrome 12a,autosomal dominant disease,
DOID:0080130,mitochondrial DNA depletion syndrome 12a,mitochondrial DNA depletion syndrome,
DOID:0080131,mitochondrial DNA depletion syndrome 13,autosomal recessive disease,FBXL4 deficiency
DOID:0080131,mitochondrial DNA depletion syndrome 13,autosomal recessive disease,FBXL4-related encephalomyopathic mitochondrial DNA depletion syndrome
DOID:0080131,mitochondrial DNA depletion syndrome 13,autosomal recessive disease,"mitochondrial DNA depletion syndrome 13, encephalomyopathic type"
DOID:0080131,mitochondrial DNA depletion syndrome 13,mitochondrial DNA depletion syndrome,FBXL4 deficiency
DOID:0080131,mitochondrial DNA depletion syndrome 13,mitochondrial DNA depletion syndrome,FBXL4-related encephalomyopathic mitochondrial DNA depletion syndrome
DOID:0080131,mitochondrial DNA depletion syndrome 13,mitochondrial DNA depletion syndrome,"mitochondrial DNA depletion syndrome 13, encephalomyopathic type"
DOID:0080132,Sengers syndrome,autosomal recessive disease,mitochondrial DNA depletion syndrome 10
DOID:0080132,Sengers syndrome,autosomal recessive disease,mitochondrial DNA depletion syndrome 10 (cardiomyopathic type)
DOID:0080132,Sengers syndrome,mitochondrial DNA depletion syndrome,mitochondrial DNA depletion syndrome 10
DOID:0080132,Sengers syndrome,mitochondrial DNA depletion syndrome,mitochondrial DNA depletion syndrome 10 (cardiomyopathic type)
DOID:0080133,multiple mitochondrial dysfunctions syndrome 1,autosomal recessive disease,NFU1 deficiency
DOID:0080133,multiple mitochondrial dysfunctions syndrome 1,multiple mitochondrial dysfunctions syndrome,NFU1 deficiency
DOID:0080134,multiple mitochondrial dysfunctions syndrome 2,autosomal recessive disease,BOLA3 deficiency
DOID:0080134,multiple mitochondrial dysfunctions syndrome 2,autosomal recessive disease,multiple mitochondrial dysfunctions syndrome 2 with hyperglycinemia
DOID:0080134,multiple mitochondrial dysfunctions syndrome 2,multiple mitochondrial dysfunctions syndrome,BOLA3 deficiency
DOID:0080134,multiple mitochondrial dysfunctions syndrome 2,multiple mitochondrial dysfunctions syndrome,multiple mitochondrial dysfunctions syndrome 2 with hyperglycinemia
DOID:0080135,multiple mitochondrial dysfunctions syndrome 3,autosomal recessive disease,IBA57 deficiency
DOID:0080135,multiple mitochondrial dysfunctions syndrome 3,multiple mitochondrial dysfunctions syndrome,IBA57 deficiency
DOID:0080136,multiple mitochondrial dysfunctions syndrome 4,autosomal recessive disease,
DOID:0080136,multiple mitochondrial dysfunctions syndrome 4,multiple mitochondrial dysfunctions syndrome,
DOID:0080137,multiple endocrine neoplasia type 4,autosomal dominant disease,"Multiple Endocrine Neoplasia, Type IV"
DOID:0080137,multiple endocrine neoplasia type 4,multiple endocrine neoplasia,"Multiple Endocrine Neoplasia, Type IV"
DOID:0080138,multiple congenital anomalies-hypotonia-seizures syndrome 1,autosomal recessive disease,
DOID:0080138,multiple congenital anomalies-hypotonia-seizures syndrome 1,multiple congenital anomalies-hypotonia-seizures syndrome,
DOID:0080503,multiple congenital anomalies-hypotonia-seizures syndrome,physical disorder,
DOID:0080503,multiple congenital anomalies-hypotonia-seizures syndrome,lipid metabolism disorder,
DOID:0080139,multiple congenital anomalies-hypotonia-seizures syndrome 2,X-linked recessive disease,developmental and epileptic encephalopathy 20
DOID:0080139,multiple congenital anomalies-hypotonia-seizures syndrome 2,X-linked recessive disease,early infantile epileptic encephalopathy 20
DOID:0080139,multiple congenital anomalies-hypotonia-seizures syndrome 2,X-linked recessive disease,glycosylphosphatidylinositol biosynthesis defect 4
DOID:0080139,multiple congenital anomalies-hypotonia-seizures syndrome 2,multiple congenital anomalies-hypotonia-seizures syndrome,developmental and epileptic encephalopathy 20
DOID:0080139,multiple congenital anomalies-hypotonia-seizures syndrome 2,multiple congenital anomalies-hypotonia-seizures syndrome,early infantile epileptic encephalopathy 20
DOID:0080139,multiple congenital anomalies-hypotonia-seizures syndrome 2,multiple congenital anomalies-hypotonia-seizures syndrome,glycosylphosphatidylinositol biosynthesis defect 4
DOID:0080140,multiple congenital anomalies-hypotonia-seizures syndrome 3,autosomal recessive disease,M syndrome
DOID:0080140,multiple congenital anomalies-hypotonia-seizures syndrome 3,autosomal recessive disease,light fixation seizure syndrome
DOID:0080140,multiple congenital anomalies-hypotonia-seizures syndrome 3,multiple congenital anomalies-hypotonia-seizures syndrome,M syndrome
DOID:0080140,multiple congenital anomalies-hypotonia-seizures syndrome 3,multiple congenital anomalies-hypotonia-seizures syndrome,light fixation seizure syndrome
DOID:0080141,mosaic variegated aneuploidy syndrome 1,autosomal recessive disease,
DOID:0080141,mosaic variegated aneuploidy syndrome 1,mosaic variegated aneuploidy syndrome,
DOID:0080688,mosaic variegated aneuploidy syndrome,syndrome,
DOID:0080142,mosaic variegated aneuploidy syndrome 2,autosomal recessive disease,
DOID:0080142,mosaic variegated aneuploidy syndrome 2,mosaic variegated aneuploidy syndrome,
DOID:0080143,congenital fibrosis of the extraocular muscles,physical disorder,
DOID:0080143,congenital fibrosis of the extraocular muscles,ocular motility disease,
DOID:1279,ocular motility disease,eye disease,disorder of eye movements
DOID:1279,ocular motility disease,eye disease,eye movement disorder
DOID:1279,ocular motility disease,cranial nerve disease,disorder of eye movements
DOID:1279,ocular motility disease,cranial nerve disease,eye movement disorder
DOID:0080144,childhood acute lymphocytic leukemia,acute lymphoblastic leukemia,Childhood Acute Lymphoblastic Leukemia
DOID:9952,acute lymphoblastic leukemia,acute leukemia,ALL
DOID:9952,acute lymphoblastic leukemia,acute leukemia,acute lymphoblastic leukaemia
DOID:9952,acute lymphoblastic leukemia,acute leukemia,acute lymphocytic leukaemia
DOID:9952,acute lymphoblastic leukemia,acute leukemia,precursor lymphoblastic lymphoma/leukemia
DOID:0080145,childhood T-cell acute lymphoblastic leukemia,T-cell acute lymphoblastic leukemia,T-cell childhood acute lymphocytic leukemia
DOID:0080145,childhood T-cell acute lymphoblastic leukemia,T-cell acute lymphoblastic leukemia,childhood precursor T-lymphoblastic lymphoma/leukemia
DOID:0080145,childhood T-cell acute lymphoblastic leukemia,childhood acute lymphocytic leukemia,T-cell childhood acute lymphocytic leukemia
DOID:0080145,childhood T-cell acute lymphoblastic leukemia,childhood acute lymphocytic leukemia,childhood precursor T-lymphoblastic lymphoma/leukemia
DOID:0080146,childhood B-cell acute lymphoblastic leukemia,lymphoma,
DOID:0080146,childhood B-cell acute lymphoblastic leukemia,childhood acute lymphocytic leukemia,
DOID:0080147,lymphoblastic lymphoma,lymphoma,
DOID:0080148,T-cell childhood lymphoblastic lymphoma,T-cell non-Hodgkin lymphoma,Childhood T lymphoblastic lymphoma
DOID:0080148,T-cell childhood lymphoblastic lymphoma,lymphoblastic lymphoma,Childhood T lymphoblastic lymphoma
DOID:0080149,adult acute monocytic leukemia,acute monocytic leukemia,
DOID:8864,acute monocytic leukemia,monocytic leukemia,acute Monoblastic Leukemia and acute Monocytic Leukemia
DOID:8864,acute monocytic leukemia,monocytic leukemia,acute monocytic leukaemia
DOID:8864,acute monocytic leukemia,monocytic leukemia,acute monocytic leukaemia without mention of remission
DOID:8864,acute monocytic leukemia,monocytic leukemia,acute monocytic leukemia without mention of remission
DOID:8864,acute monocytic leukemia,monocytic leukemia,"acute monocytic leukemia, FAB M5"
DOID:8864,acute monocytic leukemia,monocytic leukemia,"acute monocytic leukemia, morphology"
DOID:0080150,adrenocorticotropic hormone deficiency,hypopituitarism,
DOID:0080153,medium chain acyl-CoA dehydrogenase deficiency,lipid metabolism disorder,
DOID:0080154,short chain acyl-CoA dehydrogenase deficiency,lipid metabolism disorder,
DOID:0080155,very long chain acyl-CoA dehydrogenase deficiency,lipid metabolism disorder,VLCAD deficiency
DOID:0080156,X-linked adrenal hypoplasia congenita,X-linked recessive disease,congenital adrenal hypoplasia
DOID:0080156,X-linked adrenal hypoplasia congenita,adrenal cortical hypofunction,congenital adrenal hypoplasia
DOID:10493,adrenal cortical hypofunction,adrenal cortex disease,Adrenal Cortical Insufficiency
DOID:10493,adrenal cortical hypofunction,adrenal cortex disease,Corticoadrenal insufficiency
DOID:0080158,herpes simplex virus keratitis,keratitis,dendritic keratitis
DOID:4677,keratitis,corneal disease,
DOID:0080159,Cryptococcal meningitis,fungal meningitis,
DOID:11608,fungal meningitis,fungal infectious disease,
DOID:11608,fungal meningitis,meningitis,
DOID:0080160,Cytomegalovirus retinitis,retinitis,CMV retinitis
DOID:3612,retinitis,retinal disease,
DOID:0080161,cutaneous candidiasis,skin disease,
DOID:0080161,cutaneous candidiasis,candidiasis,
DOID:1508,candidiasis,opportunistic mycosis,Disseminated candidiasis
DOID:1508,candidiasis,opportunistic mycosis,systemic candidiasis
DOID:0080162,lupus nephritis,glomerulonephritis,
DOID:0080163,otulipenia,autosomal recessive disease,"autoinflammation, panniculitis and dermatosis syndrome"
DOID:0080163,otulipenia,autosomal recessive disease,otulin-related autoinflammatory syndrome
DOID:0080163,otulipenia,immune system disease,"autoinflammation, panniculitis and dermatosis syndrome"
DOID:0080163,otulipenia,immune system disease,otulin-related autoinflammatory syndrome
DOID:0080164,"myeloid and lymphoid neoplasms with eosinophilia and abnormalities of PDGFRA, PDGFRB, and FGFR1",myeloid neoplasm,"Myeloid and Lymphoid Neoplasms with Eosinophilia and Rearrangement of PDGFRA, PDGFRB, or FGFR1, or with PCM1-JAK2"
DOID:0080164,"myeloid and lymphoid neoplasms with eosinophilia and abnormalities of PDGFRA, PDGFRB, and FGFR1",myeloid neoplasm,"Myeloid and lymphoid neoplasms with eosinophilia and abnormalities of platelet-derived growth factor receptor alpha (PDGFRA), platelet-derived growth factor receptor beta (PDGFRB), and fibroblast growth factor receptor-1 (FGFR1) are a group of hematologic neoplasms"
DOID:0080165,myeloid and lymphoid neoplasms associated with PDGFRA rearrangement,"myeloid and lymphoid neoplasms with eosinophilia and abnormalities of PDGFRA, PDGFRB, and FGFR1",Myeloid and Lymphoid Neoplasms with PDGFRA Rearrangement
DOID:0080166,myeloid and lymphoid neoplasms associated with PDGFRB rearrangement,"myeloid and lymphoid neoplasms with eosinophilia and abnormalities of PDGFRA, PDGFRB, and FGFR1",Myeloid and Lymphoid Neoplasms with PDGFRB Rearrangement
DOID:0080167,myeloid and lymphoid neoplasms associated with FGFR1 abnormalities,"myeloid and lymphoid neoplasms with eosinophilia and abnormalities of PDGFRA, PDGFRB, and FGFR1",
DOID:0080169,tricuspid atresia,tricuspid valve disease,
DOID:0080170,normophosphatemic familial tumoral calcinosis,calcinosis,
DOID:182,calcinosis,calcium metabolism disease,Pathologically calcified structure
DOID:182,calcinosis,calcium metabolism disease,pathologic calcification
DOID:0080171,esophageal atresia/tracheoesophageal fistula,gastrointestinal system disease,esophageal atresia and/or tracheoesophageal fistula
DOID:0080171,esophageal atresia/tracheoesophageal fistula,gastrointestinal system disease,tracheoesophageal fistula with or without esohageal atresia
DOID:0080172,thiopurine S-methyltransferase deficiency,inherited metabolic disorder,TPMT deficiency
DOID:0080172,thiopurine S-methyltransferase deficiency,inherited metabolic disorder,poor metabolism of thiopurines-1
DOID:0080173,bladder exstrophy-epispadias-cloacal exstrophy complex,physical disorder,exstrophy-epispadias complex
DOID:0080174,bladder exstrophy,bladder disease,
DOID:0080174,bladder exstrophy,bladder exstrophy-epispadias-cloacal exstrophy complex,
DOID:0080175,cloacal exstrophy,bladder exstrophy-epispadias-cloacal exstrophy complex,
DOID:0080176,meningococcal meningitis,bacterial meningitis,
DOID:9470,bacterial meningitis,bacterial infectious disease,
DOID:9470,bacterial meningitis,meningitis,
DOID:0080177,hepatic veno-occlusive disease,hepatic vascular disease,veno-occlusive disease
DOID:272,hepatic vascular disease,liver disease,vascular disorder of liver
DOID:272,hepatic vascular disease,vascular disease,vascular disorder of liver
DOID:0080178,mucositis,gastrointestinal system disease,
DOID:0080179,haemophilus meningitis,bacterial meningitis,
DOID:0080180,Zika virus congenital syndrome,physical disorder,ZIKV congenital infection
DOID:0080180,Zika virus congenital syndrome,syndrome,ZIKV congenital infection
DOID:0080181,PHARC syndrome,syndrome,"polyneyropathy, hearing loss, ataxia, retinitis pigmentosa, and cataract"
DOID:0080181,PHARC syndrome,autosomal recessive disease,"polyneyropathy, hearing loss, ataxia, retinitis pigmentosa, and cataract"
DOID:0080182,mixed fibrolamellar hepatocellular carcinoma,fibrolamellar carcinoma,
DOID:5015,fibrolamellar carcinoma,hepatocellular carcinoma,Fibrolamellar hepatocellular carcinoma
DOID:5015,fibrolamellar carcinoma,hepatocellular carcinoma,"Hepatocellular carcinoma, fibrolamellar"
DOID:5015,fibrolamellar carcinoma,hepatocellular carcinoma,Oncocytic Hepatocellular tumor
DOID:0080183,medullary colon carcinoma,colon carcinoma,
DOID:1520,colon carcinoma,carcinoma,Colonic carcinoma
DOID:1520,colon carcinoma,carcinoma,carcinoma of colon
DOID:1520,colon carcinoma,colon cancer,Colonic carcinoma
DOID:1520,colon carcinoma,colon cancer,carcinoma of colon
DOID:0080184,mixed mucinous and nonmucinous bronchioloalveolar adenocarcinoma,bronchiolo-alveolar adenocarcinoma,indeterminate bronchioloalveolar carcinoma
DOID:0080184,mixed mucinous and nonmucinous bronchioloalveolar adenocarcinoma,bronchiolo-alveolar adenocarcinoma,mixed mucinous and non-mucinous bronchioloalveolar adenocarcinoma
DOID:4926,bronchiolo-alveolar adenocarcinoma,lung adenocarcinoma,Bronchioalveolar lung carcinoma
DOID:4926,bronchiolo-alveolar adenocarcinoma,lung adenocarcinoma,Bronchioloalveolar carcinoma
DOID:4926,bronchiolo-alveolar adenocarcinoma,lung adenocarcinoma,Minimally Invasive Lung Adenocarcinoma
DOID:0080185,mucinous bronchioloalveolar adenocarcinoma,bronchiolo-alveolar adenocarcinoma,
DOID:0080186,nonmucinous bronchioloalveolar adenocarcinoma,bronchiolo-alveolar adenocarcinoma,
DOID:0080187,chronic neutrophilic leukemia,chronic leukemia,
DOID:1036,chronic leukemia,leukemia,
DOID:0080188,chronic myelomonocytic leukemia,chronic leukemia,
DOID:0080189,malignant hemangioma,vascular cancer,
DOID:0080189,malignant hemangioma,sarcoma,
DOID:1115,sarcoma,cell type cancer,connective and soft tissue neoplasm
DOID:1115,sarcoma,cell type cancer,tumor of soft tissue and skeleton
DOID:0080190,malignant epithelioid hemangioendothelioma,malignant hemangioma,
DOID:0080191,PTEN hamartoma tumor syndrome,syndrome,
DOID:0080192,relapsed/refractory diffuse large B-cell lymphoma,diffuse large B-cell lymphoma,
DOID:0080193,superior semicircular canal dehiscence,inner ear disease,canal dehiscence syndrome
DOID:0080193,superior semicircular canal dehiscence,inner ear disease,superior canal dehiscence
DOID:0080193,superior semicircular canal dehiscence,inner ear disease,superior canal syndrome
DOID:0080193,superior semicircular canal dehiscence,inner ear disease,superior semicircular canal dehiscence syndrome
DOID:0080193,superior semicircular canal dehiscence,inner ear disease,third mobile window syndrome
DOID:2952,inner ear disease,auditory system disease,labyrinthine disease
DOID:0080194,Carey-Fineman-Ziter syndrome,syndrome,
DOID:0080195,Marinesco-Sjogren syndrome,syndrome,Garland-Moorhouse syndrome
DOID:0080195,Marinesco-Sjogren syndrome,syndrome,Marinesco-Garland syndrome
DOID:0080195,Marinesco-Sjogren syndrome,syndrome,Oligophrenic cerebellolenticular degeneration
DOID:0080195,Marinesco-Sjogren syndrome,syndrome,hereditary oligophrenic cerebello-lental degeneration
DOID:0080195,Marinesco-Sjogren syndrome,autosomal recessive disease,Garland-Moorhouse syndrome
DOID:0080195,Marinesco-Sjogren syndrome,autosomal recessive disease,Marinesco-Garland syndrome
DOID:0080195,Marinesco-Sjogren syndrome,autosomal recessive disease,Oligophrenic cerebellolenticular degeneration
DOID:0080195,Marinesco-Sjogren syndrome,autosomal recessive disease,hereditary oligophrenic cerebello-lental degeneration
DOID:0080196,"mandibulofacial dysostosis, Guion-Almeida type",autosomal dominant disease,MFDM syndrome
DOID:0080196,"mandibulofacial dysostosis, Guion-Almeida type",autosomal dominant disease,mandibulofacial dysostosis with microcephaly
DOID:0080196,"mandibulofacial dysostosis, Guion-Almeida type",autosomal dominant disease,mandibulofacial dysostosis-microcephaly syndrome
DOID:0080196,"mandibulofacial dysostosis, Guion-Almeida type",syndrome,MFDM syndrome
DOID:0080196,"mandibulofacial dysostosis, Guion-Almeida type",syndrome,mandibulofacial dysostosis with microcephaly
DOID:0080196,"mandibulofacial dysostosis, Guion-Almeida type",syndrome,mandibulofacial dysostosis-microcephaly syndrome
DOID:0080197,congenital muscular dystrophy with cataracts and intellectual disability,autosomal recessive disease,
DOID:0080197,congenital muscular dystrophy with cataracts and intellectual disability,congenital muscular dystrophy,
DOID:0080198,infantile histiocytoid cardiomyopathy,monogenic disease,
DOID:0080198,infantile histiocytoid cardiomyopathy,intrinsic cardiomyopathy,
DOID:9256,colorectal cancer,large intestine cancer,
DOID:0080200,bilateral renal aplasia,renal agenesis,
DOID:14766,renal agenesis,kidney disease,hereditary renal aplasia
DOID:14766,renal agenesis,kidney disease,hereditary urogenital adysplasia
DOID:14766,renal agenesis,kidney disease,renal adysplasia
DOID:14766,renal agenesis,kidney disease,renal aplasia
DOID:12594,Potter's syndrome,renal agenesis,Potter sequence
DOID:12594,Potter's syndrome,renal agenesis,Potter syndrome
DOID:0080201,Peters plus syndrome,syndrome,Krause-Kivlin syndrome
