,ID,TEXT
596,26,insulin-like growth factor (IGF) system
597,26,IGF system
598,26,IGF system
599,26,IGF-1
600,26,IGF-2
601,26,IGF-1SR
602,26,IGFBP-1
603,26,IGFBP-2
604,26,IGFBP-3
605,26,IGFBP-4
606,26,IGFBP-6
607,26,IGFBP-1
608,26,IGF-1
609,26,IGFBP-1
610,26,IGF-1
611,26,IGFBP-1
612,26,IGF-1
613,26,IGFBP-1
614,26,IGF-1
615,26,IGF-2
616,26,IGFBP-1
617,26,IGFBP-1
618,26,IGF-1
619,26,IGFBP-1
620,26,IGF-1
621,26,IGFBP-1
622,26,IGF-1
623,26,IGFBP-1
624,26,IGFBP-1
625,26,IGF-1
626,26,IGFBP-1
627,26,IGFBP-1
628,26,IGF-1
629,26,IGFBP-1
630,26,IGF-1
631,26,IGFBP-1
632,26,IGFBP-1
633,26,IGF-1
634,27,Structural basis of Mcm2-7 replicative helicase loading by ORC-Cdc6 and Cdt1.
635,27,Mcm2-7
636,27,ORC
637,27,Cdc6
638,27,Cdt1
639,27,"To initiate DNA replication, the origin recognition complex (ORC) and Cdc6 load an Mcm2-7 double hexamer onto DNA. Without ATP hydrolysis, ORC-Cdc6 recruits one Cdt1-bound Mcm2-7 hexamer, thus forming an ORC-Cdc6-Cdt1-Mcm2-7 (OCCM) helicase-loading intermediate. Here we report a 3.9-Å structure of Saccharomyces cerevisiae OCCM on DNA. Flexible Mcm2-7 winged-helix domains (WHDs) engage ORC-Cdc6. A three-domain Cdt1 configuration embraces Mcm2, Mcm4, and Mcm6, thus comprising nearly half of the hexamer. The Cdt1 C-terminal domain extends to the Mcm6 WHD, which binds the Orc4 WHD. DNA passes through the ORC-Cdc6 and Mcm2-7 rings. Origin DNA interaction is mediated by an α-helix within Orc4 and positively charged loops within Orc2 and Cdc6. The Mcm2-7 C-tier AAA+ ring is topologically closed by an Mcm5 loop that embraces Mcm2, but the N-tier-ring Mcm2-Mcm5 interface remains open. This structure suggests a loading mechanism of the first Cdt1-bound Mcm2-7 hexamer by ORC-Cdc6."
640,27,origin recognition complex
641,27,ORC
642,27,Cdc6
643,27,Mcm2-7
644,27,ORC
645,27,Cdc6
646,27,Cdt1
647,27,Mcm2-7
648,27,ORC
649,27,Cdc6
650,27,Cdt1
651,27,Mcm2-7
652,27,Mcm2-7
653,27,ORC
654,27,Cdc6
655,27,Cdt1
656,27,Mcm2
657,27,Mcm4
658,27,Mcm6
659,27,Cdt1
660,27,Mcm6
661,27,Orc4
662,27,Cdc6
663,27,Mcm2-7
664,27,Orc4
665,27,Orc2
666,27,Cdc6
667,27,Mcm2-7
668,27,Mcm5
669,27,Mcm2
670,27,Mcm2
671,27,Mcm5
672,27,Cdt1
673,27,Mcm2-7
674,27,ORC
675,27,Cdc6
676,28,ZRF1 is a novel S6 kinase substrate that drives the senescence programme.
677,28,ZRF1
678,28,S6 kinase
679,28,"The inactivation of S6 kinases mimics several aspects of caloric restriction, including small body size, increased insulin sensitivity and longevity. However, the impact of S6 kinase activity on cellular senescence remains to be established. Here, we show that the constitutive activation of mammalian target of rapamycin complex 1 (mTORC1) by tuberous sclerosis complex (TSC) mutations induces a premature senescence programme in fibroblasts that relies on S6 kinases. To determine novel molecular targets linking S6 kinase activation to the control of senescence, we set up a chemical genetic screen, leading to the identification of the nuclear epigenetic factor ZRF1 (also known as DNAJC2, MIDA1, Mpp11). S6 kinases phosphorylate ZRF1 on Ser47 in cultured cells and in mammalian tissues in vivo Knock-down of ZRF1 or expression of a phosphorylation mutant is sufficient to blunt the S6 kinase-dependent senescence programme. This is traced by a sharp alteration in p16 levels, the cell cycle inhibitor and a master regulator of senescence. Our findings reveal a mechanism by which nutrient sensing pathways impact on cell senescence through the activation of mTORC1-S6 kinases and the phosphorylation of ZRF1."
680,28,S6 kinases
681,28,S6 kinase
682,28,mammalian target of rapamycin complex 1
683,28,mTORC1
684,28,S6 kinases
685,28,S6 kinase
686,28,ZRF1
687,28,DNAJC2
688,28,MIDA1
689,28,Mpp11
690,28,S6 kinases
691,28,ZRF1
692,28,ZRF1
693,28,S6 kinase
694,28,p16
695,28,mTORC1
696,28,S6 kinases
697,28,ZRF1
698,29,Protective effect of naringin against the LPS-induced apoptosis of PC12 cells: Implications for the treatment of neurodegenerative disorders.
699,29,"Several studies have demonstrated that increased apoptosis plays an essential role in neurodegenerative disorders. It has been demonstrated that lipopolysaccharide (LPS) induces apoptosis largely through the production of intracellular reactive oxygen species (ROS) and inflammatory mediators. In this study, we investigated the potential protective mechanisms of naringin (Nar), a pummelo peel extract, on LPS-induced PC12 cell apoptosis. Nar pre-conditioning prior to stimulation with LPS for 18 h was a prerequisite for evaluating PC12 cell viability and the protective mechanisms of Nar. Nar significantly improved cell survival in a time- and concentration-dependent manner. On the one hand, Nar downregulated cytochrome P450 2E1 (CYP2E1), inhibited the release of ROS, mitigated the stimulation of oxidative stress, and rectified the antioxidant protein contents of nuclear factor erythroid 2-related factor 2 (Nrf2), heme oxygenase-1 (HO-1), superoxide dismutase (SOD)2 and glutathione synthetase (GSS). On the other hand, Nar downregulated inflammatory gene and protein expression, including interleukin (IL)-1β, IL-6, tumor necrosis factor (TNF)-α, HMGB1, high mobility group box 1 protein (HMGB1), cyclooxygenase-2 (COX-2), the Toll-like receptor 4 (TLR4)-myeloid differentiation factor 88 (MyD88)-TNF receptor‑associated factor 6 (TRAF6) path-way and downstream mitogen activated protein kinase (MAPK) phosphorylation, activator protein transcription factor-1 (AP-1) and nuclear factor (NF)-κB. Moroever, Nar markedly attenuated the cytochrome c shift from the mitochondria to the cytosol and regulated caspase-3-related protein expression. To the best of our knowledge, this is the first study to report the antioxidant, anti-inflammatory and anti-apoptotic effects of Nar in neuronal-like PC12 cells. These results suggest that Nar can be utilized as a potential drug for the treatment of neurodegenerative disorders."
700,29,cytochrome P450 2E1
701,29,CYP2E1
702,29,nuclear factor erythroid 2-related factor 2
703,29,Nrf2
704,29,heme oxygenase-1
705,29,HO-1
706,29,superoxide dismutase (SOD)2
707,29,glutathione synthetase
708,29,GSS
709,29,interleukin (IL)-1β
710,29,IL-6
711,29,tumor necrosis factor (TNF)-α
712,29,HMGB1
713,29,high mobility group box 1 protein
714,29,HMGB1
715,29,cyclooxygenase-2
716,29,COX-2
717,29,Toll-like receptor 4
718,29,TLR4
719,29,myeloid differentiation factor 88
720,29,MyD88
721,29,TNF receptor‑associated factor 6
722,29,TRAF6
723,29,mitogen activated protein kinase
724,29,MAPK
725,29,activator protein transcription factor-1
726,29,AP-1
727,29,nuclear factor (NF)-κB
728,29,cytochrome c
729,29,caspase-3
730,30,GLUT4 Is Not Necessary for Overload-Induced Glucose Uptake or Hypertrophic Growth in Mouse Skeletal Muscle.
731,30,GLUT4
732,30,"GLUT4 is necessary for acute insulin- and contraction-induced skeletal muscle glucose uptake, but its role in chronic muscle loading (overload)-induced glucose uptake is unknown. Our goal was to determine whether GLUT4 is required for overload-induced glucose uptake. Overload was induced in mouse plantaris muscle by unilateral synergist ablation. After 5 days, muscle weights and ex vivo [(3)H]-2-deoxy-d-glucose uptake were assessed. Overload-induced muscle glucose uptake and hypertrophic growth were not impaired in muscle-specific GLUT4 knockout mice, demonstrating that GLUT4 is not necessary for these processes. To assess which transporters mediate overload-induced glucose uptake, chemical inhibitors were used. The facilitative GLUT inhibitor cytochalasin B, but not the sodium-dependent glucose cotransport inhibitor phloridzin, prevented overload-induced uptake demonstrating that GLUTs mediate this effect. To assess which GLUT, hexose competition experiments were performed. Overload-induced [(3)H]-2-deoxy-d-glucose uptake was not inhibited by d-fructose, demonstrating that the fructose-transporting GLUT2, GLUT5, GLUT8, and GLUT12 do not mediate this effect. To assess additional GLUTs, immunoblots were performed. Overload increased GLUT1, GLUT3, GLUT6, and GLUT10 protein levels twofold to fivefold. Collectively, these results demonstrate that GLUT4 is not necessary for overload-induced muscle glucose uptake or hypertrophic growth and suggest that GLUT1, GLUT3, GLUT6, and/or GLUT10 mediate overload-induced glucose uptake."
733,30,GLUT4
734,30,GLUT4
735,30,GLUT4
736,30,GLUT4
737,30,GLUT
738,30,GLUTs
739,30,GLUT
740,30,GLUT2
741,30,GLUT5
742,30,GLUT8
743,30,GLUT12
744,30,GLUTs
745,30,GLUT1
746,30,GLUT3
747,30,GLUT6
748,30,GLUT10
749,30,GLUT4
750,30,GLUT1
751,30,GLUT3
752,30,GLUT6
753,30,GLUT10
754,31,The drebrin/EB3 pathway drives invasive activity in prostate cancer.
755,31,drebrin
756,31,EB3
757,31,"Prostate cancer is the most common cancer in men and the metastatic form of the disease is incurable. We show here that the drebrin/EB3 pathway, which co-ordinates dynamic microtubule/actin filament interactions underlying cell shape changes in response to guidance cues, plays a role in prostate cancer cell invasion. Drebrin expression is restricted to basal epithelial cells in benign human prostate but is upregulated in luminal epithelial cells in foci of prostatic malignancy. Drebrin is also upregulated in human prostate cancer cell lines and co-localizes with actin filaments and dynamic microtubules in filopodia of pseudopods of invading cells under a chemotactic gradient of the chemokine CXCL12. Disruption of the drebrin/EB3 pathway using BTP2, a small molecule inhibitor of drebrin binding to actin filaments, reduced the invasion of prostate cancer cell lines in 3D in vitro assays. Furthermore, gain- or loss-of-function of drebrin or EB3 by over-expression or siRNA-mediated knockdown increases or decreases invasion of prostate cancer cell lines in 3D in vitro assays, respectively. Finally, expression of a dominant-negative construct that competes with EB3 binding to drebrin, also inhibited invasion of prostate cancer cell lines in 3D in vitro assays. Our findings show that co-ordination of dynamic microtubules and actin filaments by the drebrin/EB3 pathway drives prostate cancer cell invasion and is therefore implicated in disease progression."
758,31,drebrin
759,31,EB3
760,31,actin
761,31,Drebrin
762,31,Drebrin
763,31,actin
764,31,chemokine
765,31,CXCL12
766,31,drebrin
767,31,EB3
768,31,drebrin
769,31,actin
770,31,drebrin
771,31,EB3
772,31,EB3
773,31,drebrin
774,31,actin
775,31,drebrin
776,31,EB3
777,32,GPR143 mutations in Chinese patients with ocular albinism type 1.
778,32,GPR143
779,32,"The aim of the present study was to evaluate mutations of the G protein-coupled receptor 143 (GPR143) gene for ocular albinism type 1 (OA1) in Chinese patients. For the current study, 8 patients with OA1 were selected from the database of ocular genetic diseases. Genomic DNA of OA1 was prepared from venous leukocytes collected from the patients. Cycle sequencing was used to analyze the exons and adjacent introns of GPR143. The variation detected was analyzed by bidirectional DNA sequencing and further evaluated in 96 controls using heteroduplex‑single strand conformational polymorphism analysis. Additionally, slit lamp photography of anterior segment, fundus photography and optical coherence tomography (OCT) were performed to identify the clinical features of OA1. In five patients with OA1, 5 GPR143 gene mutations were identified and four of them there were novel mutations. The screening rate is 62.5%, including c.333G>A (p.W111X), c.353G>A (p.G118E) (known mutation), C.658+2T>G (splice mutation), c.215_216insCGCTGC (p.71‑72insAA) and c.17T>C (p. L6P). These mutations were absent in the 96 normal controls. Only one patient with OA1 in the present study was female. Patients with OA1 often have congenital nystagmus, refractive error, severe decline of visual acuity (from 0.1 to 0.4) and foveal hypoplasia. Different degrees of pigment loss were evident in the patients' iris and retina, whereas macular structure was not identified in the OCT examination. The findings of the present study expanded the gene mutation spectrum of GPR143 and investigated the clinical phenotype of patients with OA1 in the Chinese population. Additional evidence for clinical diagnosis was provided along with differential diagnosis and genetic counseling."
780,32,G protein-coupled receptor 143
781,32,GPR143
782,32,GPR143
783,32,GPR143
784,32,GPR143
785,33,Deletion of endothelial cell-specific liver kinase B1 increases angiogenesis and tumor growth via vascular endothelial growth factor.
786,33,liver kinase B1
787,33,vascular endothelial growth factor
788,33,"Liver kinase B1 (LKB1) is a serine/threonine protein kinase ubiquitously expressed in mammalian cells. It was first identified in Peutz-Jeghers syndrome as a tumor suppressor gene. Whether endothelial LKB1 regulates angiogenesis and tumor growth is unknown. In this study, we generated endothelial cell-specific LKB1-knockout (LKB1(endo-/-)) mice by crossbreeding vascular endothelial-cadherin-Cre mice with LKB1(flox/flox) mice. Vascular endothelial growth factor (VEGF) level was highly co-stained in endothelial cells but not in macrophages in LKB1(endo-/-) mice. Consistently, LKB1(endo-/-) mouse tissues including the lung, skin, kidney and liver showed increased vascular permeability. Tumors implanted in LKB1(endo-/-) mice but not macrophage-specific LKB1-knockout mice grew faster and showed enhanced vascular permeability and increased angiogenesis as compared with those implanted in wild-type mice. Injection of VEGF-neutralizing antibody but not the isotype-matched control antibody decreased endothelial-cell angiogenesis and tumor growth in vivo. Furthermore, LKB1 deletion enhanced mouse retinal and cell angiogenesis, and knockdown of VEGF by small-interfering RNA decreased endothelial cell proliferation and migration. Re-expression of LKB1 or knockdown of VEGF receptor 2 decreased the overproliferation and -migration observed in LKB1(endo-/-) cells. Mechanistically, LKB1 could bind to the VEGF transcription factor, specificity protein 1 (Sp1), which then inhibited the binding of Sp1 to the VEGF promoter to reduce VEGF expression. Endothelial LKB1 may regulate endothelial angiogenesis and tumor growth by modulating Sp1-mediated VEGF expression."
789,33,Liver kinase B1
790,33,LKB1
791,33,serine/threonine protein kinase
792,33,LKB1
793,33,LKB1
794,33,LKB1
795,33,vascular endothelial-cadherin
796,33,Cre
797,33,LKB1
798,33,Vascular endothelial growth factor
799,33,VEGF
800,33,LKB1
801,33,LKB1
802,33,LKB1
803,33,LKB1
804,33,LKB1
805,33,VEGF
806,33,LKB1
807,33,VEGF receptor 2
808,33,LKB1
809,33,LKB1
810,33,VEGF
811,33,specificity protein 1
812,33,Sp1
813,33,Sp1
814,33,VEGF
815,33,VEGF
816,33,LKB1
817,33,Sp1
818,33,VEGF
819,34,Tissue-Specific Ablation of the LIF Receptor in the Murine Uterine Epithelium Results in Implantation Failure.
820,34,LIF Receptor
821,34,"The cytokine leukemia inhibitory factor (LIF) is essential for rendering the uterus receptive for blastocyst implantation. In mice, LIF receptor expression (LIFR) is largely restricted to the uterine luminal epithelium (LE). LIF, secreted from the endometrial glands (GEs), binds to the LIFR, activating the Janus kinase-signal transducer and activation of transcription (STAT) 3 (Jak-Stat3) signaling pathway in the LE. JAK-STAT activation converts the LE to a receptive state so that juxtaposed blastocysts begin to implant. To specifically delete the LIFR in the LE, we derived a line of mice in which Cre recombinase was inserted into the endogenous lactoferrin gene (Ltf-Cre). Lactoferrin expression in the LE is induced by E2, and we demonstrate that Cre recombinase activity is restricted to the LE and GE. To determine the requirement of the LIFR in implantation, we derived an additional mouse line carrying a conditional (floxed) Lifrflx/flx gene. Crossing Ltf-Cre mice with Lifrflx/flx mice generated Lifrflx/Δ:LtfCre/+ females that were overtly normal but infertile. Many of these females, despite repeated matings, did not become pregnant. Unimplanted blastocysts were recovered from the Lifrflx/Δ:LtfCre/+ uteri and, when transferred to wild-type recipients, implanted normally, indicating that uterine receptivity rather than the embryo's competency is compromised. The loss of Lifr results in both the failure for STAT3 to translocate to the LE nuclei and a reduction in the expression of the LIF regulated gene Msx1 that regulates uterine receptivity. These results reveal that uterine expression of the LIFR is essential for embryo implantation and further define the components of the LIF signaling pathway necessary for effective implantation."
822,34,leukemia inhibitory factor
823,34,LIF
824,34,LIF receptor
825,34,LIFR
826,34,LIF
827,34,LIFR
828,34,Janus kinase
829,34,signal transducer and activation of transcription (STAT) 3
830,34,Jak
831,34,Stat3
832,34,JAK
833,34,STAT
834,34,LIFR
835,34,lactoferrin
836,34,Ltf
837,34,Lactoferrin
838,34,LIFR
839,34,Lifr
840,34,Ltf
841,34,Lifr
842,34,Lifr
843,34,Ltf
844,34,Lifr
845,34,Ltf
846,34,Lifr
847,34,STAT3
848,34,LIF
849,34,Msx1
850,34,LIFR
851,34,LIF
852,35,Defining a Novel Role for the Coxsackievirus and Adenovirus Receptor in Human Adenovirus Serotype 5 Transduction In Vitro in the Presence of Mouse Serum.
853,35,Coxsackievirus and Adenovirus Receptor
854,35,"Human adenoviral serotype 5 (HAdV-5) vectors have predominantly hepatic tropism when delivered intravascularly, resulting in immune activation and toxicity. Coagulation factor X (FX) binding to HAdV-5 mediates liver transduction and provides protection from virion neutralization in mice. FX is dispensable for liver transduction in mice lacking IgM antibodies or complement, suggesting that alternative transduction pathways exist. To identify novel factor(s) mediating HAdV-5 FX-independent entry, we investigated HAdV-5 transduction in vitro in the presence of serum from immunocompetent C57BL/6 or immunocompromised mice lacking IgM antibodies (Rag 2(-/-) and NOD-scid-gamma [NSG]). Sera from all three mouse strains enhanced HAdV-5 transduction of A549 cells. While inhibition of HAdV-5-FX interaction with FX-binding protein (X-bp) inhibited transduction in the presence of C57BL/6 serum, it had negligible effect on the enhanced transduction observed in the presence of Rag 2(-/-) or NSG serum. Rag 2(-/-) serum also enhanced transduction of the FX binding-deficient HAdV-5HVR5*HVR7*E451Q (AdT*). Interestingly, Rag 2(-/-) serum enhanced HAdV-5 transduction in a FX-independent manner in CHO-CAR and SKOV3-CAR cells (CHO or SKOV3 cells transfected to stably express human coxsackievirus and adenovirus receptor [CAR]). Additionally, blockade of CAR with soluble HAdV-5 fiber knob inhibited mouse serum-enhanced transduction in A549 cells, suggesting a potential role for CAR. Transduction of HAdV-5 KO1 and HAdV-5/F35 (CAR binding deficient) in the presence of Rag 2(-/-) serum was equivalent to that of HAdV-5, indicating that direct interaction between HAdV-5 and CAR is not required. These data suggest that FX may protect HAdV-5 from neutralization but has minimal contribution to HAdV-5 transduction in the presence of immunocompromised mouse serum. Alternatively, transduction occurs via an unidentified mouse serum protein capable of bridging HAdV-5 to CAR.IMPORTANCE The intravascular administration of HAdV-5 vectors can result in acute liver toxicity, transaminitis, thrombocytopenia, and injury to the vascular endothelium, illustrating challenges yet to overcome for HAdV-5-mediated systemic gene therapy. The finding that CAR and potentially an unidentified factor present in mouse serum might be important mediators of HAdV-5 transduction highlights that a better understanding of the complex biology defining the interplay between adenovirus immune recognition and cellular uptake mechanisms is still required. These findings are important to inform future optimization and development of HAdV-5-based adenoviral vectors for gene therapy."
855,35,Coagulation factor X
856,35,FX
857,35,FX
858,35,IgM
859,35,complement
860,35,FX
861,35,IgM
862,35,Rag 2
863,35,FX
864,35,FX
865,35,Rag 2
866,35,Rag 2
867,35,FX
868,35,Rag 2
869,35,FX
870,35,CAR
871,35,CAR
872,35,coxsackievirus and adenovirus receptor
873,35,CAR
874,35,CAR
875,35,CAR
876,35,CAR
877,35,Rag 2
878,35,CAR
879,35,FX
880,35,CAR
881,35,CAR
882,36,Biophysical and functional characterization of hippocalcin mutants responsible for human dystonia.
883,36,hippocalcin
884,36,"Dystonia is a neurological movement disorder that forces the body into twisting, repetitive movements or sometimes painful abnormal postures. With the advent of next-generation sequencing technologies, the homozygous mutations T71N and A190T in the neuronal calcium sensor (NCS) hippocalcin were identified as the genetic cause of primary isolated dystonia (DYT2 dystonia). However, the effect of these mutations on the physiological role of hippocalcin has not yet been elucidated. Using a multidisciplinary approach, we demonstrated that hippocalcin oligomerises in a calcium-dependent manner and binds to voltage-gated calcium channels. Mutations T71N and A190T in hippocalcin did not affect stability, calcium-binding affinity or translocation to cellular membranes (Ca2+/myristoyl switch). We obtained the first crystal structure of hippocalcin and alignment with other NCS proteins showed significant variability in the orientation of the C-terminal part of the molecule, the region expected to be important for target binding. We demonstrated that the disease-causing mutations did not affect the structure of the protein, however both mutants showed a defect in oligomerisation. In addition, we observed an increased calcium influx in KCl-depolarised cells expressing mutated hippocalcin, mostly driven by N-type voltage-gated calcium channels. Our data demonstrate that the dystonia-causing mutations strongly affect hippocalcin cellular functions which suggest a central role for perturbed calcium signalling in DYT2 dystonia."
885,36,neuronal calcium sensor
886,36,NCS
887,36,hippocalcin
888,36,hippocalcin
889,36,hippocalcin
890,36,voltage-gated calcium channels
891,36,hippocalcin
892,36,hippocalcin
893,36,NCS proteins
894,36,hippocalcin
895,36,N-type voltage-gated calcium channels
896,36,hippocalcin
897,37,miR-21 ablation and obeticholic acid ameliorate nonalcoholic steatohepatitis in mice.
898,37,miR-21
899,37,"microRNAs were recently suggested to contribute to the pathogenesis of nonalcoholic fatty liver disease (NAFLD), a disease lacking specific pharmacological treatments. In that regard, nuclear receptors are arising as key molecular targets for the treatment of nonalcoholic steatohepatitis (NASH). Here we show that, in a typical model of NASH-associated liver damage, microRNA-21 (miR-21) ablation results in a progressive decrease in steatosis, inflammation and lipoapoptosis, with impairment of fibrosis. In a complementary fast food (FF) diet NASH model, mimicking features of the metabolic syndrome, miR-21 levels increase in both liver and muscle, concomitantly with decreased expression of peroxisome proliferator-activated receptor α (PPARα), a key miR-21 target. Strikingly, miR-21 knockout mice fed the FF diet supplemented with farnesoid X receptor (FXR) agonist obeticholic acid (OCA) display minimal steatosis, inflammation, oxidative stress and cholesterol accumulation. In addition, lipoprotein metabolism was restored, including decreased fatty acid uptake and polyunsaturation, and liver and muscle insulin sensitivity fully reinstated. Finally, the miR-21/PPARα axis was found amplified in liver and muscle biopsies, and in serum, of NAFLD patients, co-substantiating its role in the development of the metabolic syndrome. By unveiling that miR-21 abrogation, together with FXR activation by OCA, significantly improves whole body metabolic parameters in NASH, our results highlight the therapeutic potential of nuclear receptor multi-targeting therapies for NAFLD."
900,37,microRNA-21
901,37,miR-21
902,37,miR-21
903,37,peroxisome proliferator-activated receptor a
904,37,PPARa
905,37,miR-21
906,37,miR-21
907,37,farnesoid X receptor
908,37,FXR
909,37,miR-21
910,37,PPARa
911,37,miR-21
912,37,FXR
913,38,Distinct immunophenotypes and prognostic factors in renal cell carcinoma with sarcomatoid differentiation: a systematic study of 19 immunohistochemical markers in 42 cases.
914,38,"BACKGROUND: Renal cell carcinoma (RCC) with sarcomatoid differentiation is a relatively rare tumor containing both carcinoma and sarcomatoid components. However, there has not been a systemic study on immunophenotypes of renal cell carcinoma with sarcomatoid differentiation, especially using some renal specific immunohistochemical markers. In this study, we aimed to comprehensively investigate the distinct immunophenotypes of RCC with sarcomatoid differentiation to analyze the pathogenesis of sarcomatoid differentiation and identify new prognostic factors in RCC with sarcomatoid differentiation. METHODS: A total of 42 cases of RCCs with sarcomatoid differentiation were enrolled into the study. Immunohistochemistry study was performed on tissue microarrays to evaluate the expressions of 19 immunohistochemical markers including a series of epithelial, mesenchymal markers and RCC specific markers. Kaplan-Meier method was applied to assess the prognostic values of CD10, CAIX, p53 and Bcl-2. RESULTS: Histologically, 42 cases of RCCs with sarcomatoid differentiation presented with different proportions of carcinoma and sarcomatoid components. The cohort contained 35 cases of clear cell renal cell carcinoma (CCRCC) and 7 cases of chromophobe renal cell carcinoma (ChRCC) based on the carcinoma components. Immunohistochemically, all cases were positive for vimentin, and 80% of cases showed immunostaining for at least one epithelial marker, such as CK, EMA, CK7 and CK18. Notably, the expression rates of CAIX, CD10 and PAX8 in sarcomatoid cells were 76%, 76% and 64%, respectively. The carcinoma component of the tumors showed differentient labeling for CAIX, CD10, vimentin, CK7 and CD117 in CCRCC vs ChRCC, but the sarcomatoid component lost the specificity for these markers ( p < 0.05). Patients with positive expressions of CAIX, p53 and Bcl-2 had a poor prognosis. CONCLUSIONS: The sarcomatoid cells in RCC with sarcomatoid differentiation express both epithelial and mesenchymal markers, supporting their epithelial origin. PAX8, CAIX and CD10 could be used as the reliable and useful markers to determine the renal origin of sarcomatoid cells such as in fine needle aspiration cases and metastatic RCC with sarcomatoid differentiation. CAIX, p53 and Bcl-2 might play important roles in the transformation from renal cell carcinoma to high malignant sarcomatoid differentiation, and these three immunohistochemical markers are adverse prognostic factors for the survival of patients with RCC with sarcomatoid differentiation."
915,38,CD10
916,38,CAIX
917,38,p53
918,38,Bcl-2
919,38,vimentin
920,38,CK
921,38,EMA
922,38,CK7
923,38,CK18
924,38,CAIX
925,38,CD10
926,38,PAX8
927,38,CAIX
928,38,CD10
929,38,vimentin
930,38,CK7
931,38,CD117
932,38,CAIX
933,38,p53
934,38,Bcl-2
935,38,PAX8
936,38,CAIX
937,38,CD10
938,38,CAIX
939,38,p53
940,38,Bcl-2
941,39,Hypoglycemic Effect of Combined Ghrelin and Glucagon Receptor Blockade.
942,39,Ghrelin
943,39,Glucagon Receptor
944,39,"Glucagon receptor (GcgR) blockade has been proposed as an alternative to insulin monotherapy for treating type 1 diabetes since deletion or inhibition of GcgRs corrects hyperglycemia in models of diabetes. The factors regulating glycemia in a setting devoid of insulin and glucagon function remain unclear but may include the hormone ghrelin. Not only is ghrelin release controlled by glucose but also ghrelin has many actions that can raise or reduce falls in blood glucose level. Here, we tested the hypothesis that ghrelin rises to prevent hypoglycemia in the absence of glucagon function. Both GcgR knockout (Gcgr(-/-)) mice and db/db mice that were administered GcgR monoclonal antibody displayed lower blood glucose levels accompanied by elevated plasma ghrelin levels. Although treatment with the pancreatic β-cell toxin streptozotocin induced hyperglycemia and raised plasma ghrelin levels in wild-type mice, hyperglycemia was averted in similarly treated Gcgr(-/-) mice and the plasma ghrelin level was further increased. Notably, administration of a ghrelin receptor antagonist further reduced blood glucose levels into the markedly hypoglycemic range in overnight-fasted, streptozotocin-treated Gcgr(-/-) mice. A lowered blood glucose level also was observed in overnight-fasted, streptozotocin-treated ghrelin receptor-null mice that were administered GcgR monoclonal antibody. These data suggest that when glucagon activity is blocked in the setting of type 1 diabetes, the plasma ghrelin level rises, preventing hypoglycemia."
945,39,Glucagon receptor
946,39,GcgR
947,39,GcgR
948,39,insulin
949,39,glucagon
950,39,ghrelin
951,39,ghrelin
952,39,ghrelin
953,39,ghrelin
954,39,glucagon
955,39,GcgR
956,39,Gcgr
957,39,GcgR
958,39,ghrelin
959,39,ghrelin
960,39,Gcgr
961,39,ghrelin
962,39,ghrelin receptor
963,39,Gcgr
964,39,ghrelin receptor
965,39,GcgR
966,39,glucagon
967,39,ghrelin
968,40,UBASH3A Mediates Risk for Type 1 Diabetes Through Inhibition of T-Cell Receptor-Induced NF-κB Signaling.
969,40,UBASH3A
970,40,T-Cell Receptor
971,40,NF-κB
972,40,"Although over 40 type 1 diabetes (T1D) risk loci have been mapped in humans, the causative genes and variants for T1D are largely unknown. Here, we investigated a candidate gene in the 21q22.3 risk locus-UBASH3A, which is primarily expressed in T cells where it is thought to play a largely redundant role. Genetic variants in UBASH3A have been shown to be associated with several autoimmune diseases in addition to T1D. However, the molecular mechanism underlying these genetic associations is unresolved. Our study reveals a previously unrecognized role of UBASH3A in human T cells: UBASH3A attenuates the NF-κB signal transduction upon T-cell receptor (TCR) stimulation by specifically suppressing the activation of the IκB kinase complex. We identify novel interactions of UBASH3A with nondegradative polyubiquitin chains, TAK1 and NEMO, suggesting that UBASH3A regulates the NF-κB signaling pathway by an ubiquitin-dependent mechanism. Finally, we show that risk alleles at rs11203203 and rs80054410, two T1D-associated variants in UBASH3A, increase UBASH3A expression in human primary CD4(+) T cells upon TCR stimulation, inhibiting NF-κB signaling via its effects on the IκB kinase complex and resulting in reduced IL2 gene expression."
973,40,UBASH3A
974,40,UBASH3A
975,40,UBASH3A
976,40,UBASH3A
977,40,NF-κB
978,40,T-cell receptor
979,40,TCR
980,40,IκB kinase
981,40,UBASH3A
982,40,polyubiquitin
983,40,TAK1
984,40,NEMO
985,40,UBASH3A
986,40,NF-κB
987,40,ubiquitin
988,40,UBASH3A
989,40,UBASH3A
990,40,CD4
991,40,TCR
992,40,NF-κB
993,40,IκB kinase
994,40,IL2
995,41,Domain-specific control of germ cell polarity and migration by multifunction Tre1 GPCR.
996,41,Tre1 GPCR
997,41,Tre1
998,41,GPCR
